Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.496076735675371,-0.1,-0.1
Albania,2008,0.2672454385532548,0.215678310719377,0,0.5604837295649592,-0.1,0.691760023799607,0.7051240148919163,-0.1
Algeria,2008,0,0.4142258670257946,0,0.5998079551584463,-0.1,0.7019854788744296,0.6591995811251758,-0.1
Andorra,2008,0,0.6834252924886434,0.15221034671324338,0.8426963911015093,-0.1,0.8881786543643047,-0.1,-0.1
Angola,2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.6940497010656232,-0.1,-0.1
Anguilla,2008,0.47335681252935546,-0.1,-0.1,-0.1,-0.1,0.8412255644611955,-0.1,-0.1
"Antigua and Barbuda",2008,0.7162562210501102,-0.1,-0.1,-0.1,-0.1,0.7991620485231312,-0.1,-0.1
Argentina,2008,-0.1,-0.1,0.45663104013973005,0.7848920520853147,-0.1,0.7528566736888802,0.5716542372803202,-0.1
Armenia,2008,0.2672454385532548,0.5785799723520738,-0.1,0.5604837295649592,-0.1,0.688657612017226,0.7622056497070936,-0.1
Aruba,2008,0.3915074910131681,-0.1,-0.1,-0.1,-0.1,0.8430069087911933,-0.1,-0.1
Australia,2008,0,0.9421944466711557,-0.1,0.9279570779965082,-0.1,0.8926216974211447,0.3811028248535468,-0.1
Austria,2008,0,0.9558150775916423,0.45663104013973005,0.9086778867311295,-0.1,0.8957905646646401,0.3811028248535468,-0.1
Azerbaijan,2008,0.1686130986895011,-0.1,-0.1,0.4354444073686427,-0.1,0.7114439472229569,0.49256825558266054,-0.1
Bahamas,2008,0.7406022510826102,-0.1,0.7743644829574563,0.72917223269279,-0.1,0.8318182786283982,0.5716542372803202,-0.1
Bahrain,2008,0,0.3715503700468203,0.2412476917622564,0.7809158594740641,-0.1,0.8296463552047397,-0.1,-0.1
Bangladesh,2008,0.2672454385532548,-0.1,-0.1,-0.1,-0.1,0.530776551281319,-0.1,-0.1
Barbados,2008,0.5344908771065096,0.8742125975739,0.678771632816783,0.7970103103595321,-0.1,0.8024101388276756,0.5716542372803202,-0.1
Belarus,2008,0.43585853724275586,-0.1,0.2412476917622564,0.8165340889349415,-0.1,0.7235433606340927,-0.1,-0.1
Belgium,2008,-0.1,0.9064178616077967,0.7468795188415258,0.9135935802469739,-0.1,0.8904549422895895,0.5349454455813307,-0.1
Belgium***,2008,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Belize,2008,0.8578128741309131,-0.1,-0.1,-0.1,-0.1,0.6941976491617605,0.5716542372803202,-0.1
Benin,2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.5515776491871734,-0.1,-0.1
Bermuda,2008,0.5058392960685033,-0.1,-0.1,-0.1,-0.1,0.9471651944936879,-0.1,-0.1
Bhutan,2008,0.1686130986895011,-0.1,0.30442069342648675,-0.1,-0.1,0.6195750125261434,-0.1,-0.1
"Bolivia (Plurinational State of)",2008,0.5344908771065096,-0.1,0.6465785196339738,0.4682964098750827,-0.1,0.6161292996462381,0.30201684315588717,-0.1
"Bosnia and Herzegovina",2008,-0.1,0.617131806462164,0,0.6133741883813831,-0.1,0.7030380462025644,0.8619711199266816,-0.1
Botswana,2008,0.6419699112188565,-0.1,-0.1,-0.1,-0.1,0.7122497292492497,-0.1,-0.1
Brazil,2008,0.773084734621758,0.7038491212650315,0.5795188127467615,0.8217701082795282,-0.1,0.7492649493880199,0.5349454455813307,-0.1
"British Virgin Islands",2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.8725623052500023,-0.1,-0.1
"Brunei Darussalam",2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.8789985337804185,-0.1,-0.1
Bulgaria,2008,0.1686130986895011,0.7482357924355296,0.2412476917622564,0.7451230121711193,-0.1,0.7344358824553285,0.49256825558266054,-0.1
"Burkina Faso",2008,0,-0.1,-0.1,-0.1,-0.1,0.5239537892049156,-0.1,-0.1
Burundi,2008,0.3372261973790022,-0.1,0.4273084660335182,-0.1,-0.1,0.4302618937942999,0.1905514124267734,-0.1
"Cabo Verde",2008,0.47335681252935546,-0.1,-0.1,-0.1,-0.1,0.6785385130725786,-0.1,-0.1
Cambodia,2008,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,0.5459906248042069,-0.1,-0.1
Cameroon,2008,0.3372261973790022,-0.1,-0.1,-0.1,-0.1,0.5850311874111557,-0.1,-0.1
Canada,2008,0.1686130986895011,0.8644176660964095,0,0.8909883393553314,-0.1,0.8875107502756404,0.49256825558266054,-0.1
"Cayman Islands",2008,0.5058392960685033,-0.1,-0.1,-0.1,-0.1,0.917839995159914,-0.1,-0.1
"Central African Republic",2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.5090405122178875,-0.1,-0.1
Chad,2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.5646203438904928,-0.1,-0.1
Chile,2008,0.3372261973790022,0.8692004775120535,0.6578421737925129,0.8333156379331055,-0.1,0.7669879669431777,0.5716542372803202,-0.1
China,2008,0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
"China. Hong Kong SAR",2008,-0.1,-0.1,-0.1,-0.1,-0.1,0.856072789662346,-0.1,-0.1
"China. Hong Kong Special Administrative Region",2008,0,-0.1,0.15221034671324338,0.7463024006989692,-0.1,-0.1,0.3811028248535468,-0.1
