Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2005,-0.1,-0.1,-0.1,-0.1,0.9796535035309937,0.4775643102075951,-0.1,-0.1
Albania,2005,0.38698801581456044,0.23759756613959987,0.15817959093978226,0.5380568025314159,0.8245079663220395,0.6707131250249162,-0.1,-0.1
Algeria,2005,0,0.437046842059203,0,-0.1,0.8438631878598168,0.6853697294283737,0.7499617179386787,-0.1
Andorra,2005,-0.1,-0.1,-0.1,-0.1,0.6618493869311838,0.9035110736069867,-0.1,-0.1
Angola,2005,0.5765719364395495,-0.1,-0.1,-0.1,0.9568778437082763,0.6506399624491946,-0.1,-0.1
Anguilla,2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.8358752482122432,-0.1,-0.1
"Antigua and Barbuda",2005,0.33333333333333337,-0.1,-0.1,-0.1,0.7881562355394939,0.8027535129798979,-0.1,-0.1
Argentina,2005,-0.1,-0.1,0.4745387728193468,0.7826313061940026,0.7269559209843837,0.7285029059477766,0.664068065463838,-0.1
Armenia,2005,0.16666666666666669,0.5361317506690655,-0.1,0.5182983753461834,0.8461502734671293,0.6357394675326657,-0.1,-0.1
Aruba,2005,0.5974937501201928,-0.1,-0.1,-0.1,-0.1,0.8572734675604083,-0.1,-0.1
Australia,2005,0,0.959770835423671,-0.1,0.9228804033126999,0.13236987738623673,0.8979985766669741,0.44571434504184887,-0.1
Austria,2005,0,0.9609099037862483,0.4745387728193468,0.9024897784934077,0.6069109240409528,0.8994249817266342,0.49620609290338996,-0.1
Azerbaijan,2005,0.16666666666666669,0.145682280686401,0,0.37858960756486126,0.8319979210339762,0.6260608168334971,0.5388962574422941,-0.1
Bahamas,2005,0.6666666666666667,-0.1,0.7435136318526634,0.7158988978059757,0.7754202260559419,0.8576494321148888,0.6376730650484089,-0.1
Bahrain,2005,-0.1,0.5133434224991965,0.2507087200189668,0.8251563454358908,0.7352602452275264,0.8372187783221762,-0.1,-0.1
Bangladesh,2005,0.26416041678685936,0.09191528545319887,0.4745387728193468,0.25842761129179254,0.9423333569162553,0.5113918666822062,0.38391744001312034,-0.1
Barbados,2005,0.5765719364395495,0.8811771157045958,0.7604254350734208,0.708165518333544,0.7617737530329647,0.8151851278844118,0.6084947457936596,-0.1
Belarus,2005,0.5283208335737187,0.7077881148080888,0.36728163624087096,0.8204166190555507,0.7545665065379703,0.6862446270315248,-0.1,-0.1
Belgium,2005,-0.1,0.8893683527157281,0.7684334466025158,0.8973460768670497,0.5902944165713263,0.8959364725091612,0.5758761600196804,-0.1
Belgium***,2005,0.16666666666666669,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Belize,2005,0.8096634991879287,0.8590874777761628,0.6465532002105389,0.7507991619674793,0.8850912549262498,0.7056035882955641,0.664068065463838,-0.1
Benin,2005,0.4678924870096007,-0.1,-0.1,-0.1,0.9773800318510203,0.5434522951013431,-0.1,-0.1
Bermuda,2005,0.26416041678685936,-0.1,-0.1,-0.1,-0.1,0.9566380890891518,-0.1,-0.1
Bhutan,2005,-0.1,-0.1,-0.1,-0.1,0.9324655858398058,0.6084321955018013,0.3042473728968298,-0.1
"Bolivia (Plurinational State of)",2005,0.4678924870096007,-0.1,0.5670679018985314,0.43960778575574444,0.9110546165372616,0.5926998632830612,0.44571434504184887,-0.1
"Bosnia and Herzegovina",2005,-0.1,0.6464790828994096,0,0.7261327821993044,0.8392051675289705,0.6804486308887213,-0.1,-0.1
Botswana,2005,0.6666666666666667,-0.1,-0.1,-0.1,0.8941436304192014,0.7314823397118249,-0.1,-0.1
Brazil,2005,-0.1,-0.1,-0.1,-0.1,0.8344306847059229,0.7213516324529633,0.6084947457936596,-0.1
"British Virgin Islands",2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.8979441085833706,-0.1,-0.1
"Brunei Darussalam",2005,0,0.625699970842163,0.4440662531938562,0.6827737040254218,0.6495245064883778,0.8764573446684546,-0.1,-0.1
Bulgaria,2005,0.26416041678685936,0.752315153542264,0.36728163624087096,0.7444731278862106,0.7687188589711236,0.7044909425748468,0.6376730650484089,-0.1
"Burkina Faso",2005,0,-0.1,-0.1,-0.1,0.9969280404775208,0.512233820064099,0.38391744001312034,-0.1
Burundi,2005,-0.1,-0.1,-0.1,-0.1,0.9958929736310222,0.4218673646519241,-0.1,-0.1
"Cabo Verde",2005,-0.1,-0.1,-0.1,-0.1,0.9174208515694122,0.6610103995068427,-0.1,-0.1
Cambodia,2005,0.26416041678685936,-0.1,-0.1,-0.1,0.9477512909505864,0.5248645229113689,-0.1,-0.1
Cameroon,2005,-0.1,-0.1,0.2507087200189668,0.4927682305610503,0.9606595388815916,0.581293412673441,-0.1,-0.1
Canada,2005,0.16666666666666669,0.888065091842177,0.15817959093978226,0.895908568450628,0.43972321460613517,0.8949475676247821,0.5388962574422941,-0.1
"Cayman Islands",2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.9414559904849698,-0.1,-0.1
"Central African Republic",2005,0.6511484326014199,-0.1,-0.1,-0.1,1,0.49888321362127164,-0.1,-0.1
Chad,2005,0.5765719364395495,-0.1,-0.1,-0.1,0.9979575274217366,0.5539596233986559,-0.1,-0.1
Chile,2005,0.33333333333333337,0.8568276818157662,-0.1,0.8082686076055484,0.6946675214863857,0.762263008877042,0.5758761600196804,-0.1
China,2005,0.16666666666666669,-0.1,-0.1,-0.1,0.8593257983706204,-0.1,-0.1,-0.1
"China. Hong Kong SAR",2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.8683487856341253,-0.1,-0.1
"China. Hong Kong Special Administrative Region",2005,-0.1,-0.1,0,0.7344106530075837,-0.1,-0.1,0.49620609290338996,-0.1
"China. Macao Special Administrative Region",2005,0.16666666666666669,-0.1,-0.1,-0.1,-0.1,0.8660500387273595,0.38391744001312034,-0.1
"China. People's Republic of",2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.6374439790706337,-0.1,-0.1
Colombia,2005,0.8809003698103747,0.5187566527399472,0.4088883109587491,0.5961815730437534,0.8696509813200475,0.6928375634044642,0.6881648129099501,-0.1
Comoros,2005,0.5283208335737187,-0.1,-0.1,-0.1,0.9692027241510822,0.6088378128583989,-0.1,-0.1
Congo,2005,0.5765719364395495,-0.1,-0.1,-0.1,0.9367572128666263,0.635985065763466,-0.1,-0.1
"Congo (Democratic Republic of the)",2005,-0.1,-0.1,-0.1,-0.1,0.9874040487300366,-0.1,-0.1,-0.1
"Cook Islands",2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.7799796874815009,-0.1,-0.1
"Costa Rica",2005,0.5,-0.1,-0.1,0.621386513544686,0.8000957084535689,0.7207367801998694,0.5388962574422941,-0.1
"Cote d'Ivoire",2005,0.6511484326014199,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Croatia,2005,0.16666666666666669,0.8192307675523491,0.2507087200189668,0.7694959441729313,0.7269559209843837,0.7882847534807264,0.7103316717558003,-0.1
Cuba,2005,0.43082708345352605,-0.1,-0.1,-0.1,0.8057967098895799,0.7023788321203756,0.19195872000656017,-0.1
Cura̤ao,2005,-0.1,-0.1,-0.1,-0.1,-0.1,0.8358282153354935,-0.1,-0.1
Cyprus,2005,0.16666666666666669,0.7443329305144795,0.3163591818795645,0.5590957660035926,0.6677258310673322,0.8643197339975459,0.44571434504184887,-0.1
