Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.46537583987281056,-0.1,-0.1
Albania,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6465100360659155,-0.1,-0.1
Algeria,2003,0.1686130986895011,-0.1,0.16207652439312228,-0.1,-0.1,0.6603869736849332,0.8801235329165102,-0.1
Andorra,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.8960072072577647,-0.1,-0.1
Angola,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6021227129616349,-0.1,-0.1
Anguilla,2003,0.5058392960685033,-0.1,-0.1,-0.1,-0.1,0.8251626724670529,-0.1,-0.1
"Antigua and Barbuda",2003,0.43585853724275586,-0.1,-0.1,-0.1,-0.1,0.7996505870627475,-0.1,-0.1
Argentina,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.7087069711748128,0.7678348800262407,-0.1
Armenia,2003,-0.1,-0.1,-0.1,0.528461599396058,-0.1,0.5953049572652426,-0.1,-0.1
Aruba,2003,0.3372261973790022,-0.1,-0.1,-0.1,-0.1,0.8587524657335038,-0.1,-0.1
Australia,2003,0.1686130986895011,0.9940699619247688,-0.1,0.9396045044113299,-0.1,0.8852121456711841,0.49620609290338996,-0.1
Austria,2003,0,-0.1,-0.1,-0.1,-0.1,0.8957213420902561,0.44571434504184887,-0.1
Azerbaijan,2003,0.1686130986895011,0.2915290655509708,0,0.3603886116940928,-0.1,0.5843971185618471,0.6084947457936596,-0.1
Bahamas,2003,0.6744523947580044,-0.1,-0.1,-0.1,-0.1,0.8634823068836165,0.664068065463838,-0.1
Bahrain,2003,-0.1,-0.1,0.16207652439312228,-0.1,-0.1,0.8276996203786451,-0.1,-0.1
Bangladesh,2003,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,0.511360707107954,-0.1,-0.1
Barbados,2003,0.604471635932257,-0.1,-0.1,-0.1,-0.1,0.8113090277909741,0.664068065463838,-0.1
Belarus,2003,0.5344908771065096,-0.1,0.32415304878624457,0.7741516558512668,-0.1,0.6485667853784247,-0.1,-0.1
Belgium,2003,-0.1,0.9068963618109965,0.7706556402309497,0.8950639668627914,-0.1,0.8919304399595652,0.5758761600196804,-0.1
Belgium***,2003,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Belize,2003,0.7830149820263362,-0.1,-0.1,-0.1,-0.1,0.7090361239354692,-0.1,-0.1
Benin,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5382059982832317,-0.1,-0.1
Bermuda,2003,0.2672454385532548,0.9651822804157865,0.937022688634494,0.8521904622136088,-0.1,0.9563796564359649,-0.1,-0.1
Bhutan,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.597296199259821,0.19195872000656017,-0.1
"Bolivia (Plurinational State of)",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5890399641928953,-0.1,-0.1
"Bosnia and Herzegovina",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6678080879467347,-0.1,-0.1
Botswana,2003,0.689199775441412,-0.1,-0.1,-0.1,-0.1,0.7193948592576723,0.8801235329165102,-0.1
Brazil,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6926510094730653,0.6376730650484089,-0.1
"British Virgin Islands",2003,0.5344908771065096,-0.1,-0.1,-0.1,-0.1,0.8967844894928912,-0.1,-0.1
"Brunei Darussalam",2003,0,0.6056004364929636,0.45500632850502115,0.6469739114218692,-0.1,0.8585491347156713,-0.1,-0.1
Bulgaria,2003,0.2672454385532548,0.7813398348282683,0.4862295731793668,0.7466009444698891,-0.1,0.682295203516835,0.7308549774488542,-0.1
"Burkina Faso",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5013051778077784,0.19195872000656017,-0.1
Burundi,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.3784119840479135,-0.1,-0.1
"Cabo Verde",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6564226963422698,-0.1,-0.1
Cambodia,2003,0.3372261973790022,-0.1,-0.1,-0.1,-0.1,0.5087757244239837,-0.1,-0.1
Cameroon,2003,-0.1,-0.1,0.25688521341031656,0.49365991829030637,-0.1,0.5762758044746118,-0.1,-0.1
Canada,2003,0.1686130986895011,0.9028403072358642,0.16207652439312228,0.9014245908258323,-0.1,0.8850258404875573,0.5758761600196804,-0.1
"Cayman Islands",2003,0.47335681252935546,-0.1,-0.1,-0.1,-0.1,0.9424094661531301,-0.1,-0.1
"Central African Republic",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.493696633020811,-0.1,-0.1
Chad,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5010446784449294,-0.1,-0.1
Chile,2003,0.2672454385532548,-0.1,-0.1,-0.1,-0.1,0.7327155338113835,0.5758761600196804,-0.1
China,2003,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
"China. Hong Kong SAR",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.8693632777786691,-0.1,-0.1
"China. Hong Kong Special Administrative Region",2003,0,-0.1,0,0.7452418300035043,-0.1,-0.1,0.5758761600196804,-0.1
"China. Macao Special Administrative Region",2003,0.2672454385532548,-0.1,-0.1,-0.1,-0.1,0.8469859131431489,0.49620609290338996,-0.1
"China. People's Republic of",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6187795804627618,-0.1,-0.1
Colombia,2003,0.9658024168908768,-0.1,-0.1,-0.1,-0.1,0.6663586245956253,0.7308549774488542,-0.1
Comoros,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6053787992778339,-0.1,-0.1
Congo,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.600653491775987,-0.1,-0.1
"Cook Islands",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.7779517322843702,-0.1,-0.1
"Costa Rica",2003,0.47335681252935546,-0.1,-0.1,0.596713475323472,-0.1,0.7197894142286893,0.5388962574422941,-0.1
"Cote d'Ivoire",2003,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Croatia,2003,0.1686130986895011,0.8335348935905696,0.37633003551008753,0.7609324223657616,-0.1,0.7749417770379979,0.7308549774488542,-0.1
Cuba,2003,0.43585853724275586,-0.1,-0.1,-0.1,-0.1,0.696993897122125,0.19195872000656017,-0.1
Cyprus,2003,-0.1,0.763675304921963,0.25688521341031656,0.5849711034883966,-0.1,0.8562504522969961,0.38391744001312034,-0.1
"Czech Republic",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.7929463819285818,-0.1,-0.1
Czechia,2003,0.1686130986895011,0.8643759598782692,0.4189617378034388,0.8432736505669578,-0.1,-0.1,0.5758761600196804,-0.1
"C̫te d'Ivoire",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5849913099426262,-0.1,-0.1
"Democratic People's Republic of Korea",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5315056837995339,-0.1,-0.1
"Democratic Republic of the Congo",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.44350430480188024,-0.1,-0.1
Denmark,2003,0,1,0.5137704268206331,0.9500377511579047,-0.1,0.9161842693569974,0.44571434504184887,-0.1
Djibouti,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5803277921729882,-0.1,-0.1
Dominica,2003,0.583305484922871,-0.1,-0.1,-0.1,-0.1,0.7322325501020024,-0.1,-0.1
"Dominican Republic",2003,0.7406022510826102,-0.1,-0.1,-0.1,-0.1,0.6674669862262163,0.7846241350807928,-0.1
Ecuador,2003,0.658752929566423,0.5763386904689937,0.5606926531244063,0.404074602453731,-0.1,0.6735513894193917,-0.1,-0.1
Egypt,2003,0,-0.1,-0.1,0.435779703782731,-0.1,0.5986548188002878,0.664068065463838,-0.1
"El Salvador",2003,0.8783820744571478,-0.1,-0.1,-0.1,-0.1,0.6773592616366423,0.5388962574422941,-0.1
"Equatorial Guinea",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.7554914213615462,-0.1,-0.1
Eritrea,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.46655076239563453,-0.1,-0.1
Estonia,2003,0.583305484922871,-0.1,0.4862295731793668,0.9118418881396991,-0.1,0.7665502625374297,0.664068065463838,-0.1
Ethiopia,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.4112397840736061,-0.1,-0.1
Fiji,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.6875981746635519,0.5758761600196804,-0.1
Finland,2003,0.1686130986895011,0.8327887964291393,0.5606926531244063,0.9217056005290765,-0.1,0.8979664068929587,0.6376730650484089,-0.1
"Former Netherlands Antilles",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.8429159393170993,-0.1,-0.1
"Former Sudan",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5470666082655973,-0.1,-0.1
France,2003,0.1686130986895011,0.8641792502861472,0.6624817708958916,0.843020649487524,-0.1,0.8890811695894931,0.5758761600196804,-0.1
"French Guiana",2003,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.8801235329165102,-0.1
"French Polynesia",2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.8543786177658379,-0.1,-0.1
Gabon,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.7350733888057138,-0.1,-0.1
Gambia,2003,-0.1,-0.1,-0.1,-0.1,-0.1,0.5085368432943389,-0.1,-0.1
Georgia,2003,0.47335681252935546,-0.1,0,-0.1,-0.1,0.5846947253123452,0.6881648129099501,-0.1
Germany,2003,0,0.833782663215482,0.5606926531244063,0.9351319615315286,-0.1,0.8922769158281308,0.6376730650484089,-0.1
Ghana,2003,0.1686130986895011,-0.1,-0.1,-0.1,-0.1,0.5526972609277592,-0.1,-0.1
Greece,2003,0,0.7490412567125212,0.16207652439312228,0.7494610539979328,-0.1,0.8475823192429867,0.6084947457936596,-0.1
