Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2006,-0.1,-0.1,-0.1,-0.1,-0.1,0.48279604465194303,-0.1,-0.1
Albania,2006,0.2622202439852454,0.21418463797082904,0,0.5415884438748008,-0.1,0.6760871045640009,-0.1,-0.1
Algeria,2006,0,0.43861128192787824,0,0.6044053014839607,-0.1,0.6907788161629487,0.6934264036172708,-0.1
Andorra,2006,-0.1,-0.1,-0.1,-0.1,-0.1,0.9031357120337693,-0.1,-0.1
Angola,2006,-0.1,-0.1,-0.1,-0.1,-0.1,0.6734003340421721,-0.1,-0.1
Anguilla,2006,0.874430441578028,-0.1,-0.1,-0.1,-0.1,0.8474601711464652,-0.1,-0.1
"Antigua and Barbuda",2006,0.6122101975927826,-0.1,-0.1,-0.1,-0.1,0.8076092812233959,-0.1,-0.1
Argentina,2006,-0.1,-0.1,0.5431277903401206,0.7835992149082244,-0.1,0.7365391314534873,0.6131471927654584,-0.1
Armenia,2006,0.2622202439852454,0.5615337648418127,-0.1,0.549939565348869,-0.1,0.6547896460923457,-0.1,-0.1
Aruba,2006,0.5495882679536371,-0.1,-0.1,-0.1,-0.1,0.8548768297465986,-0.1,-0.1
Australia,2006,0,0.9512000326619866,-0.1,0.9291760975033029,-0.1,0.8973789339708447,0.44912220085196364,-0.1
Austria,2006,0,0.952346835197875,0.5431277903401206,0.9120112021907765,-0.1,0.8988997627997504,0.44912220085196364,-0.1
Azerbaijan,2006,0.16544255391905832,0.09224430267347242,-0.1,0.3819397372609209,-0.1,0.660356943065942,0.5430165662508459,-0.1
Bahamas,2006,0.6898830418895491,-0.1,0.7951965521020805,0.7051502932776834,-0.1,0.8537236355468404,0.5802792108518123,-0.1
Bahrain,2006,0,0.4974105604582427,0.18104259678004023,0.8056874807261243,-0.1,0.837849597724593,-0.1,-0.1
Bangladesh,2006,0.2622202439852454,0.09224430267347242,0.5431277903401206,0.26071443057465427,-0.1,0.5237210172755639,-0.1,-0.1
Barbados,2006,0.6122101975927826,0.883114408852172,0.8608371807886335,0.7267319686742626,-0.1,0.8184576929779223,0.6131471927654584,-0.1
Belarus,2006,0.4963276617571749,0.7684796180523447,0.36208519356008045,0.8294376286772094,-0.1,0.699700185308853,-0.1,-0.1
Belgium,2006,-0.1,0.9018202477117658,0.8883562155445244,0.9059191973681613,-0.1,0.8948596724475613,0.5802792108518123,-0.1
Belgium***,2006,0.16544255391905832,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Belize,2006,0.8272127695952917,0.8322620273763921,0.7073136187644843,0.7665080432658918,-0.1,0.7067451819068449,0.6131471927654584,-0.1
Benin,2006,-0.1,-0.1,-0.1,-0.1,-0.1,0.5433648764953394,-0.1,-0.1
Bermuda,2006,0.3841457140345788,-0.1,-0.1,-0.1,-0.1,0.9593592704260714,-0.1,-0.1
Bhutan,2006,-0.1,-0.1,-0.1,-0.1,-0.1,0.6105733764609386,0.3065735963827292,-0.1
"Bolivia (Plurinational State of)",2006,0.4276627979043037,-0.1,0.6892934219525763,0.4406385386160754,-0.1,0.6032111071065253,0.44912220085196364,-0.1
