Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2013,-0.1,-0.1,-0.1,-0.1,0.9796535035309937,0.5432086972882412,-0.1,-0.1
Albania,2013,0.31458649469909383,0.34393721336390237,0,0.6260733998763238,0.8245079663220395,0.6956514060013089,0.8151801883620248,-0.1
Algeria,2013,0,0.4805184609762208,0.16999161628691403,0.5970601495268459,0.8438631878598168,0.7134286943686238,0.6769924925288455,-0.1
Andorra,2013,-0.1,0.6408385458999798,0.33998323257382806,0.8643542314544883,0.6618493869311838,0.8843451448257944,-0.1,-0.1
Angola,2013,-0.1,-0.1,-0.1,-0.1,0.9568778437082763,0.7183465199677114,-0.1,-0.1
Anguilla,2013,0.4415779721531747,-0.1,-0.1,-0.1,-0.1,0.8193050949530408,-0.1,-0.1
"Antigua and Barbuda",2013,-0.1,-0.1,-0.1,-0.1,0.7881562355394939,0.7866119327779493,-0.1,-0.1
Argentina,2013,-0.1,-0.1,-0.1,-0.1,0.7269559209843837,0.7936822573700608,0.5721250285404937,-0.1
Armenia,2013,0.15729324734954692,0.5696859512214235,-0.1,0.6075281431124611,0.8461502734671293,0.6810571256029863,0.8151801883620248,-0.1
Aruba,2013,-0.1,-0.1,-0.1,-0.1,-0.1,0.8392344924128754,-0.1,-0.1
Australia,2013,0,0.9022500846704046,-0.1,0.9215012575429218,0.13236987738623673,0.9190563792308157,0.5268025545616607,-0.1
Austria,2013,0,0.9063568508456221,0.5880743722862093,0.9019592590963493,0.6069109240409528,0.8971436914214695,0.4731974454383394,-0.1
Azerbaijan,2013,0.15729324734954692,0.3087564665219749,-0.1,0.47989884607311184,0.8319979210339762,0.7425487351983026,0.4731974454383394,-0.1
Bahamas,2013,-0.1,-0.1,-0.1,-0.1,0.7754202260559419,0.8304296995493605,0.8151801883620248,-0.1
Bahrain,2013,-0.1,-0.1,-0.1,-0.1,0.7352602452275264,0.8359705120739405,-0.1,-0.1
Bangladesh,2013,0.24930389866568922,-0.1,-0.1,-0.1,0.9423333569162553,0.5703583105325125,0.4075900941810124,-0.1
Barbados,2013,0.4718797420486407,0.8733670346466605,0.7466571379433342,0.7805075271833547,0.7617737530329647,0.799211676970773,0.7305976016521669,-0.1
Belarus,2013,0.31458649469909383,-0.1,0,0.744732289079027,0.7545665065379703,0.7413625163100428,0,-0.1
Belgium,2013,-0.1,0.9115441891478024,0.8341302632905503,0.9149745843058821,0.5902944165713263,0.8906075736232174,0.6113851412715186,-0.1
