Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Afghanistan,2012,0.42931438173496667,-0.1,-0.1,-0.1,0.9796535035309937,0.5472232228667525,-0.1,0.19823986317056053
Albania,2012,0.35508054811929585,0.3201236046331635,0,0.6253821800894702,0.8245079663220395,0.6957132863062756,0.7469303770589024,-0.1
Algeria,2012,0,0.41859447411908524,0.16794877895704194,0.5580889946427449,0.8438631878598168,0.7179013320266286,0.6982831123151736,-0.1
Andorra,2012,-0.1,0.631115314414465,0.43414129564585985,0.8552775795029204,0.6618493869311838,0.8815278567465183,-0.1,-0.1
Angola,2012,-0.1,-0.1,-0.1,-0.1,0.9568778437082763,0.7188053867626818,-0.1,0
Anguilla,2012,0.7843949298542625,-0.1,-0.1,-0.1,-0.1,0.8233096821700232,-0.1,-0.1
"Antigua and Barbuda",2012,0.529033124682762,-0.1,-0.1,-0.1,0.7881562355394939,0.792294904160925,-0.1,-0.1
Argentina,2012,-0.1,-0.1,-0.1,-0.1,0.7269559209843837,0.7937089519052984,0.5666620267290895,-0.1
Armenia,2012,0.15292486830283214,0.557288683593876,-0.1,0.5870302612081952,0.8461502734671293,0.6805852330298152,0.8250506409446556,-0.1
Aruba,2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.8418067334001468,-0.1,0
Australia,2012,0,0.9136537061216858,-0.1,0.9229733548238188,0.13236987738623673,0.9269734116417848,0.4686790650623294,0.46029870782235105
Austria,2012,0,0.895704960241196,0.5579137673194251,0.8960145410701353,0.6069109240409528,0.8972343356487261,0.4686790650623294,0.19823986317056053
Azerbaijan,2012,0.15292486830283214,0.23920331568755687,-0.1,0.45555573879852906,0.8319979210339762,0.7418130653766972,0.4686790650623294,-0.1
Bahamas,2012,0.7503855981098382,0.5899236716941443,0.7894331112229788,0.7513711745221834,0.7754202260559419,0.8340657484098961,0.7685111133111894,-0.1
Bahrain,2012,-0.1,-0.1,-0.1,-0.1,0.7352602452275264,0.8359010128662915,0,0.19823986317056053
Bangladesh,2012,0.24238018168771028,-0.1,-0.1,-0.1,0.9423333569162553,0.5592849165693609,-0.1,-0.1
Barbados,2012,0.45877460490849636,0.8734325184955434,0.7134342389808734,0.8063767266107223,0.7617737530329647,0.8022328975705632,0.723621406201646,0
Belarus,2012,0.3058497366056643,-0.1,0,0.7643387179105677,0.7545665065379703,0.7330994901197163,0,0
Belgium,2012,-0.1,0.911790525197523,0.832051221042958,0.9181125813580846,0.5902944165713263,0.8914222915067984,0.6055472597462995,0.19823986317056053
Belgium***,2012,0.15292486830283214,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Belize,2012,0.8298108229891181,0.7733783952293725,0.5038463368711258,0.6578640840639228,0.8850912549262498,0.7030992244712873,0.7685111133111894,0.19823986317056053
Benin,2012,-0.1,-0.1,-0.1,-0.1,0.9773800318510203,0.5570496125439506,-0.1,-0.1
Bermuda,2012,0.5080054164221279,0.9611708277535732,0.38996498836238314,0.8120534460595877,-0.1,0.9477121983431569,-0.1,-0.1
Bhutan,2012,0.3058497366056643,0.5195654524818969,0.5038463368711258,0.5013896730912354,0.9324655858398058,0.6494199918467967,0.20184908658209985,0
"Bolivia (Plurinational State of)",2012,0.5482299182933746,-0.1,0.8544331721773178,0.47053442109883414,0.9110546165372616,0.6557245124319568,0.20184908658209985,-0.1
"Bosnia and Herzegovina",2012,0.15292486830283214,0.7789583918404213,0,0.6174010053825248,0.8392051675289705,0.6998499384624619,0.9703601998932893,-0.1
Botswana,2012,-0.1,-0.1,-0.1,-0.1,0.8941436304192014,0.7353407465427032,-0.1,0
Brazil,2012,0.7188141248621279,0.6990750161649932,0.7700388535599436,0.7846710908058478,0.8344306847059229,0.782644968150001,0.5217723196195461,-0.1
"British Virgin Islands",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.862897134817667,-0.1,-0.1
"Brunei Darussalam",2012,-0.1,-0.1,-0.1,-0.1,0.6495245064883778,0.8951111870681758,-0.1,0
Bulgaria,2012,0.15292486830283214,0.725993987477992,0.2661925166888179,0.7673232433497738,0.7687188589711236,0.7405968302969914,0.723621406201646,-0.1
"Burkina Faso",2012,0,-0.1,-0.1,-0.1,0.9969280404775208,0.5418375662447443,-0.1,-0.1
Burundi,2012,0.3058497366056643,-0.1,0.5579137673194251,0.26294904481933234,0.9958929736310222,0.45249860193067554,-0.1,-0.1
"Cabo Verde",2012,0.529033124682762,-0.1,0.7985775500664537,0.7925644963357021,0.9174208515694122,0.6789831930953056,-0.1,-0.1
Cambodia,2012,-0.1,-0.1,-0.1,-0.1,0.9477512909505864,0.5703458249162202,-0.1,-0.1
Cameroon,2012,0.3058497366056643,0.14666684151401524,0.2661925166888179,0.513453300824526,0.9606595388815916,0.591471795957926,-0.1,-0.1
Canada,2012,0.15292486830283214,0.8307258317896039,0,0.8733477765531155,0.43972321460613517,0.9040798523196416,0.5666620267290895,0.31420274927343145
"Cayman Islands",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.9144763411787252,-0.1,-0.1
"Central African Republic",2012,-0.1,-0.1,-0.1,-0.1,1,0.514406763563719,-0.1,-0.1
Chad,2012,-0.1,-0.1,-0.1,-0.1,0.9979575274217366,0.5654657072309468,-0.1,-0.1
Chile,2012,0.15292486830283214,0.8711039377334755,0.7134342389808734,0.8379708833034278,0.6946675214863857,0.8015158996322658,0.5217723196195461,0
China,2012,0,-0.1,-0.1,-0.1,0.8593257983706204,-0.1,-0.1,-0.1
"China. Hong Kong SAR",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.8752061128637484,-0.1,-0.1
"China. Hong Kong Special Administrative Region",2012,-0.1,-0.1,0.16794877895704194,0.7373318125440267,-0.1,-0.1,0.31992323303744613,-0.1
"China. Macao Special Administrative Region",2012,0,-0.1,0.38996498836238314,0.7511464359254328,-0.1,0.9363906820491165,0.20184908658209985,-0.1
"China. People's Republic of",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.7282432800201641,-0.1,-0.1
Colombia,2012,0.7576198183122898,0.6051107004407855,0.5810073162355172,0.669981449233051,0.8696509813200475,0.7466132605557878,0.6982831123151736,-0.1
Comoros,2012,-0.1,-0.1,-0.1,-0.1,0.9692027241510822,0.6080269601861261,-0.1,-0.1
Congo,2012,-0.1,-0.1,-0.1,-0.1,0.9367572128666263,0.6712093534369918,0.6705281516444292,-0.1
"Congo (Democratic Republic of the)",2012,-0.1,-0.1,-0.1,-0.1,0.9874040487300366,-0.1,-0.1,-0.1
"Cook Islands",2012,0.24238018168771028,-0.1,-0.1,-0.1,-0.1,0.7985844807441007,-0.1,-0.1
"Costa Rica",2012,0.48476036337542056,0.7876475796169196,0.832051221042958,0.6861276848683384,0.8000957084535689,0.766260778380692,0.6055472597462995,-0.1
"Cote d'Ivoire",2012,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Croatia,2012,0,0.8150015712821983,0.2661925166888179,0.7176150154477295,0.7269559209843837,0.7893357924503991,0.8073963463283994,-0.1
Cuba,2012,-0.1,-0.1,-0.1,-0.1,0.8057967098895799,0.7298722034783778,0.31992323303744613,-0.1
Cura̤ao,2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.8261815286425354,-0.1,-0.1
Cyprus,2012,0.15292486830283214,0.742874115919209,0.16794877895704194,0.5887901939201171,0.6677258310673322,0.8548387738089624,0.723621406201646,0.39647972634112105
"Czech Republic",2012,-0.1,-0.1,-0.1,-0.1,0.6363489815848867,0.8226606271967,-0.1,-0.1
Czechia,2012,0,0.8366832585714435,0.43414129564585985,0.8415114533490502,-0.1,-0.1,0.5666620267290895,-0.1
"C̫te d'Ivoire",2012,-0.1,-0.1,-0.1,-0.1,0.981900227864634,0.5946776859640388,0.6398464660748923,-0.1
"Democratic People's Republic of Korea",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.5380431732207126,-0.1,-0.1
"Democratic Republic of the Congo",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.5020086919680736,-0.1,-0.1
Denmark,2012,0,0.9713418384747113,0.6717951158281678,1,0.30735333721989844,0.9132404672419535,0.6055472597462995,0.19823986317056053
Djibouti,2012,-0.1,-0.1,-0.1,-0.1,0.9830137550176481,0.6069032527829429,-0.1,-0.1
Dominica,2012,-0.1,-0.1,-0.1,-0.1,0.8716506788134264,0.7339393711207588,-0.1,-0.1
"Dominican Republic",2012,0.6819579929855942,0.613457287661194,0.6717951158281678,0.5499130074760459,0.8775271229495748,0.7232119083154165,0.7886022980997756,-0.1
Ecuador,2012,0.5482299182933746,-0.1,0.6214843322659368,0.5558094349087331,0.8571920402429762,0.7196413730508248,0.4036981731641997,-0.1
Egypt,2012,-0.1,-0.1,-0.1,-0.1,0.8993759951398651,0.6713919730055942,0.7469303770589024,-0.1
"El Salvador",2012,0.8298108229891181,0.3424256444085108,0.43414129564585985,0.6139117416683318,0.9094293355299821,0.6885031947380508,0.5217723196195461,-0.1
"Equatorial Guinea",2012,-0.1,-0.1,-0.1,-0.1,0.9367572128666263,0.854798526096717,-0.1,-0.1
Eritrea,2012,-0.1,-0.1,-0.1,-0.1,0.9906317768176537,0.5366073698242616,-0.1,-0.1
Estonia,2012,0.35508054811929585,-0.1,0.5810073162355172,0.8675372534149783,0.6495245064883778,0.8124931875216194,0.6705281516444292,-0.1
Ethiopia,2012,-0.1,-0.1,-0.1,-0.1,0.9852215179381844,0.509812303670278,-0.1,-0.1
Fiji,2012,0.24238018168771028,-0.1,-0.1,-0.1,0.8614359785779101,0.7007520944756469,0.6398464660748923,-0.1
Finland,2012,0.15292486830283214,0.8374410765706951,0.7134342389808734,0.8946660956193637,0.598783341472312,0.8957253585481807,0.6055472597462995,0.19823986317056053
France,2012,0,0.8478553885613951,0.6864843932202759,0.9001006993438655,0.5814105186946559,0.883375790147334,0.6398464660748923,0
"French Guiana",2012,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.9001321988972735,-0.1
"French Polynesia",2012,-0.1,-0.1,-0.1,-0.1,-0.1,0.8273054781434643,0.9001321988972735,-0.1
Gabon,2012,-0.1,-0.1,-0.1,-0.1,0.8959037291981714,0.7655241861410106,-0.1,-0.1
Gambia,2012,-0.1,-0.1,-0.1,-0.1,0.9841208269045278,0.5179409543110586,0.9904513846818753,-0.1
Georgia,2012,-0.1,-0.1,-0.1,-0.1,0.8113324414185485,0.6865063341102583,0.7886022980997756,-0.1
Germany,2012,0,0.8386946248642584,0.5579137673194251,0.8810358587698303,0.26473975477247347,0.8897388582322249,0.4686790650623294,0.19823986317056053
Ghana,2012,-0.1,-0.1,-0.1,-0.1,0.9423333569162553,0.6160539898506275,-0.1,-0.1
Greece,2012,0,0.8775988737394405,0.16794877895704194,0.8349940571126305,0.6430503486697051,0.8324189454551778,0.9254704927837457,-0.1
Greenland,2012,0.48476036337542056,-0.1,-0.1,-0.1,-0.1,0.8854306931236676,-0.1,-0.1
Grenada,2012,0.5658892565592958,0.9883228132117661,0.7003338123346777,0.8716340489256934,0.8344306847059229,0.7443454296153987,-0.1,-0.1
